ID_Ra_500prod,Navn,DSK Kategori,Name,DSK Category,Unit,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Total kg CO2-eq/kg,Energi (KJ/100 g),Fedt (g/100 g),Kulhydrat (g/100 g),Protein (g/100 g),Data sources,Comments,"GPC brick no, level 4",ID_food,ID_pack,ID_retail,GPC Category,GPC Kategori,"GPC brick no, level 4.1",Unnamed: 26,"GPC brick no, level 1",Unnamed: 28,"GPC brick no, level 2",Unnamed: 30,"GPC brick no, level 3",Unnamed: 32,Ekstra kategorier
Ra00129,"Fasan, kød og skind, rå",Kød/fjerkræ,"Pheasant, flesh and skin, raw",Meat/poultry,kg,1.598720461479854,0.4256352013234897,-0.003801586894775135,0.1406239708057012,0.109373292946247,0.0003263600625320798,2.270877699723049,712.0,9.3,0,21.7,"Data on inputs and outputs of the food processing industry is modelled using: No specific sources for this product, see comments field.",It has been assumed that the food processing industry is located in Denmark. Game birds considered constrained. Marginal substitute assumed as chicken. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10005799,Fa0290,Pa059,Ma0333,Meat/poultry/other animals,Kød/fjerkræ,10005799,Pheasant – Unprepared/Unprocessed,50000000.0,Food/Beverage/Tobacco,50240000.0,Meat/Poultry/Other Animals,50240200.0,Meat/Poultry/Other Animals – Unprepared/Unprocessed,
Ra00130,"Due, vildt, kød og skind, rå",Kød/fjerkræ,"Squab (pigeon), raw",Meat/poultry,kg,1.598720461479854,0.4256352013234897,-0.003801586894775135,0.1406239708057012,0.109373292946247,0.0003263600625320798,2.270877699723049,1190.0,23.8,0,18.2,"Data on inputs and outputs of the food processing industry is modelled using: No specific sources for this product, see comments field.",It has been assumed that the food processing industry is located in Denmark. Game birds considered constrained. Marginal substitute assumed as chicken. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10006293,Fa0291,Pa059,Ma0333,Meat/poultry/other animals,Kød/fjerkræ,10006293,Squab/Pigeon – Unprepared/Unprocessed,50000000.0,Food/Beverage/Tobacco,50240000.0,Meat/Poultry/Other Animals,50240200.0,Meat/Poultry/Other Animals – Unprepared/Unprocessed,
Ra00131,"Byggryn, rå",Korn-/gryn-/bælgfrugtprodukter,"Barley groats, raw",Cereal/grain/pulse products,kg,0.5049539185485615,0.02987598342508055,-0.02521673040275654,0.2022788772962417,0.1122518951500691,0.009920946706367229,0.8340648907235636,1476.0,2.4,62.2,9.9,Data on inputs and outputs of the food processing industry is modelled using: Nielsen et al. (2003).,"It has been assumed that the food processing industry is located in Denmark. Approximated as production of oat flakes, where oat is replaced by barley as raw material. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000211,Fa0142,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000211,Grains/Cereal – Not Ready to Eat – (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50220000.0,Cereal/Grain/Pulse Products,50221000.0,Grains/Flour,
Ra00132,"Havregryn, ikke beriget",Korn-/gryn-/bælgfrugtprodukter,"Oats, rolled, not enriched",Cereal/grain/pulse products,kg,0.5766619204483693,0.05032662790657766,-0.02521673040275656,0.2022788772962417,0.1312235435487389,0.009920946706367229,0.9451951855035382,1541.0,6.7,57,14.2,Data on inputs and outputs of the food processing industry is modelled using: Nielsen et al. (2003).,It has been assumed that the food processing industry is located in Denmark. Approxmiated as oat flour production from Nielsen et al. (2003). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000319,Fa0141,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000319,Grains/Cereal – Ready to Eat – (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50220000.0,Cereal/Grain/Pulse Products,50221000.0,Grains/Flour,
Ra00133,"Risengryn, grødris, polerede, rå",Korn-/gryn-/bælgfrugtprodukter,"Rice groats, raw",Cereal/grain/pulse products,kg,0.36338591886219,0.16595088082563314,-0.03084130640308757,0.2022788772962417,0.403623532247641,0.009920946706367229,1.1143188495349854,1528.0,1.3,78.1,6.8,"Data on inputs and outputs of the food processing industry is modelled using: Blengini A, Busto M (2009) The life cycle of rice: LCA of alternative agri-food chain management systems in Vercelli (Italy). J Environ Manage 90(3):1512–1522.",It has been assumed that the food processing industry is located in Denmark. Data from Blengini and Busto (2009). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000285,Fa0025,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000285,Cereals Products – Not Ready to Eat (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50220000.0,Cereal/Grain/Pulse Products,50221200.0,Processed Cereal Products,
Ra00134,"Persille, rå",Grøntsager,"Parsley, raw",Vegetables,kg,0.1327260948243875,0.0309910660590893,0.0,0.1406239708057012,0.05468664647312348,0.009920946706367229,0.3689487248686687,201.0,1.1,1.2,3.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006198,Cm173,Pa059,Ma0332,Vegetables,Grøntsager,10006198,Curled Parsley,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261300.0,Herbs,
Ra00135,"Dild, rå",Grøntsager,"Dill, raw",Vegetables,kg,0.1327260948243875,0.0309910660590893,0.0,0.1406239708057012,0.05468664647312348,0.009920946706367229,0.3689487248686687,201.0,1.1,4.9,3.5,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006049,Cm173,Pa059,Ma0332,Vegetables,Grøntsager,10006049,Dill,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261300.0,Herbs,
Ra00136,"Hvidløg, rå",Grøntsager,"Garlic, raw",Vegetables,kg,0.5105302566579932,0.0509504221799818,0.0,0.06481263566028776,0.6894668028394103,0.009920946706367229,1.3256810640440402,669.0,0.5,30.9,6.4,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006003,Cm068,Pa040,Ma0332,Vegetables,Grøntsager,10006003,Garlic,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50260200.0,Bulb Vegetables,
Ra00137,"Purløg, rå",Grøntsager,"Chives, raw",Vegetables,kg,0.1559397816022686,0.03945979131037142,0.0,0.06481263566028776,0.05468664647312348,0.009920946706367229,0.3248198017524185,107.0,0.6,1.5,2.4,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006074,Cm087,Pa040,Ma0332,Vegetables,Grøntsager,10006074,Chives,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261300.0,Herbs,
Ra00138,"Karse, frisk",Grøntsager,"Cress, garden, raw",Vegetables,kg,0.1327260948243875,0.0309910660590893,0.0,0.1406239708057012,0.05468664647312348,0.009920946706367229,0.3689487248686687,111.0,0.5,0.2,2.8,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006055,Cm173,Pa059,Ma0332,Vegetables,Grøntsager,10006055,Garden Cress,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261300.0,Herbs,
Ra00139,"Oliven, sorte, uden sten, i saltlage",Krydderier/konserveringsmidler/ekstrakter,"Olives, black, without stones, in brine",Seasonings/preservatives/extracts,kg,0.5336491636941848,0.13026971975648996,0.2192262019965748,0.5120810933560239,0.2874027426532402,0.009920946706367229,1.692549868162881,463.0,9.8,2.9,1,Data on inputs and outputs of the food processing industry is modelled using: Italian Kiwi (2018); Carlsson-Kanyama and Faist (2000).,"It has been assumed that the food processing industry is located in Greece. This is a coarse estimate based on the following assumptions: typical flesh to stone ratio of 5:1, water and salt ingredients from a home-made recipe in Italian Kiwi (2018); energy balance assumed as in tomato canning from Appendix 6 in Carlsson-Kanyama and Faist (2000). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000239,Fa0143,Pa047,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10000239,Olives (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50170000.0,Seasonings/Preservatives/Extracts,50171900.0,Pickles/Relishes/Chutneys/Olives,
Ra00140,"Hasselnød, tørret",Frugt/grøntsagsprodukter,"Hazelnut, dried",Fruit/vegetable products,kg,2.933052915559292,1.0334498832788102,0.0002076089889753912,0.2605219714391335,0.109373292946247,0.009920946706367229,4.346526618918826,2712.0,60.6,3.3,15.6,Data on inputs and outputs of the food processing industry is modelled using: ADEME (2020m); Jekayinfa and Bamgboye (2006).,"It has been assumed that the food processing industry is located in Denmark. The mass balance for shelling is obtained from an Agribalyse dataset (ADEME 2020m). We include the energy (electricity only), approximated from peanut shelling and roasting by Jekayinfa and Bamgboye (2006). We do not include thermal energy as there is no roasting as such. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000236,Fa0225,Pa066,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000236,Nuts/Seeds – Prepared/Processed (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50100000.0,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50101800.0,Nuts/Seeds – Prepared/Processed,
Ra00141,"Solsikkefrø, afskallede, tørrede",Frugt/grøntsagsprodukter,"Sunflower seeds, decorticated, dried",Fruit/vegetable products,kg,0.5401368932880879,0.41668536285909485,0.0002076089889753087,0.2605219714391335,0.5416244330857614,0.009920946706367229,1.7690972163674201,2564.0,54.4,3.6,24.2,Data on inputs and outputs of the food processing industry is modelled using: Jekayinfa and Bamgboye (2006); Gamea (2013).,"It has been assumed that the food processing industry is located in Denmark. The mass balance for shelling assumes 70% kernel and 30% hull (Gamea 2013). We include the energy (electricity only), approximated from peanut shelling and roasting by Jekayinfa and Bamgboye (2006). We do not include thermal energy as there is no roasting as such. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000236,Fa0226,Pa066,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000236,Nuts/Seeds – Prepared/Processed (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50100000.0,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50101800.0,Nuts/Seeds – Prepared/Processed,
Ra00142,"Sesamfrø, afskallede",Frugt/grøntsagsprodukter,"Sesame seeds, decorticated",Fruit/vegetable products,kg,1.568671813091647,1.1086305632744937,0.06688676580750899,0.2605219714391335,0.6089233982451752,0.009920946706367229,3.623555458564326,2657.0,57.4,1.8,26.8,Data on inputs and outputs of the food processing industry is modelled using: Byzencyclopedia (2020); Jekayinfa and Bamgboye (2006).,"It has been assumed that the food processing industry is located in Denmark. Sesame seeds undergo a wet process to remove hulls containing oxalic acid. No specfic data on this process, which is approximated by the cashew nut roasting process in Nigeria (Jekayinfa and Bamgboye 2006). The mass balance onlyy considers that the hull is removed, representing 17% of the seed weight (Byzencyclopedia 2020). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000236,Fa0227,Pa066,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000236,Nuts/Seeds – Prepared/Processed (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50100000.0,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50101800.0,Nuts/Seeds – Prepared/Processed,
Ra00143,"Valnødder, tørret",Frugt/grøntsagsprodukter,"Walnuts, dried",Fruit/vegetable products,kg,1.789969189635947,0.5493258963978117,0.0002076089889753928,0.2605219714391335,0.539732722458003,0.009920946706367229,3.1496783356262377,2924.0,64.6,2.8,16.6,Data on inputs and outputs of the food processing industry is modelled using: ADEME (2020n); Jekayinfa and Bamgboye (2006).,"It has been assumed that the food processing industry is located in Denmark. The mass balance for shelling is obtained from an Agribalyse data set (ADEME 2020n). We include the energy (electricity only), approximated from peanut shelling and roasting by Jekayinfa and Bamgboye (2006). We do not include thermal energy as there is no roasting as such. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000236,Fa0228,Pa066,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000236,Nuts/Seeds – Prepared/Processed (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50100000.0,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50101800.0,Nuts/Seeds – Prepared/Processed,
Ra00144,"Cashewnødder, tørristet",Frugt/grøntsagsprodukter,"Cashew nuts, dry roasted",Fruit/vegetable products,kg,2.196188204863125,2.6057055119575354,-1.597447542363702,0.2605219714391335,0.5364303173558326,0.009920946706367229,4.011319409958292,2504.0,46.4,26.9,18.1,Data on inputs and outputs of the food processing industry is modelled using: Jekayinfa and Bamgboye (2006); Dendena and Corsi (2014).,"It has been assumed that the food processing industry is located in Denmark. The values for energy use are the the average for small, medium and large processing plants as reported by (Jekayinfa and Bamgboye 2006). Amount of cashew nut shell liquid by-product from Dendena and Corsi (2014). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000236,Fa0160,Pa066,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000236,Nuts/Seeds – Prepared/Processed (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50100000.0,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50101800.0,Nuts/Seeds – Prepared/Processed,
Ra00145,"Græskarkerner, tørret",Frugt/grøntsagsprodukter,"Pumpkin seeds, dried",Fruit/vegetable products,kg,1.789969189635947,0.5493258963978117,0.4852536849738548,0.2605219714391335,0.109373292946247,0.009920946706367229,3.204364982099361,2351.0,45.9,2,36.3,"Data on inputs and outputs of the food processing industry is modelled using: No specific sources for this product, see comments field.","It has been assumed that the food processing industry is located in Denmark. Pumpkin seeds assumed as a by-product of pumpkin production. The marginal substitute is assumed walnut, as this is a nut with an increasing production trend according to FAOSTAT. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000236,Fa0292,Pa066,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000236,Nuts/Seeds – Prepared/Processed (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50100000.0,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50101800.0,Nuts/Seeds – Prepared/Processed,
Ra00146,Honning,Tilberedte/konserverede fødevarer,Honey,Prepared/preserved foods,kg,0.1358803490336352,0.014481912972649634,0.1471503958291372,0.4067562850887494,0.06039502573997519,0.009920946706367229,0.7745849153705139,1391.0,0.0,75.1,0.3,Data on inputs and outputs of the food processing industry is modelled using: Moreira  et al. (2019).,It has been assumed that the food processing industry is located in Denmark. Data on honey production in Spain by Moreira et al. (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000213,Fa0113,Pa064,Ma0332,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000213,Honey (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50190000.0,Prepared/Preserved Foods,50192400.0,Sweet Spreads,
Ra00147,"Mælkeis, uspec.",Tilberedte/konserverede fødevarer,"Ice cream, dairy, (wholemilk based)",Prepared/preserved foods,kg,0.7690230857582141,0.19803916267213884,1.228199238960901,0.5070230322077707,0.1093001495565891,0.02720132202462722,2.838785991180241,649.0,3.0,23.5,4,Data on inputs and outputs of the food processing industry is modelled using: Konstantas et al. (2018b).,It has been assumed that the food processing industry is located in Denmark. Data are obtained as arithmetic average of 4 types of vanilla and chocolate ice cream produced in the UK (Konstantas et al. 2018b). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000215,Fa0101,Pa039,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000215,Ice Cream/Ice Novelties (Frozen),50000000.0,Food/Beverage/Tobacco,50190000.0,Prepared/Preserved Foods,50192300.0,Desserts/Dessert Sauces/Toppings,
Ra00148,Flødeis,Tilberedte/konserverede fødevarer,"Ice cream, dairy (cream based)",Prepared/preserved foods,kg,0.7690230857582141,0.19803916267213884,1.228199238960901,0.5070230322077707,0.1093001495565891,0.02720132202462722,2.838785991180241,865.0,10.0,25.1,4,Data on inputs and outputs of the food processing industry is modelled using: Konstantas et al. (2018b).,It has been assumed that the food processing industry is located in Denmark. Data are obtained as arithmetic average of 4 types of vanilla and chocolate ice cream produced in the UK (Konstantas et al. 2018b). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000215,Fa0101,Pa039,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000215,Ice Cream/Ice Novelties (Frozen),50000000.0,Food/Beverage/Tobacco,50190000.0,Prepared/Preserved Foods,50192300.0,Desserts/Dessert Sauces/Toppings,
Ra00149,"Ispind, limonade",Tilberedte/konserverede fødevarer,"Ice, popsickle, lemonade",Prepared/preserved foods,kg,0.2603485249621578,0.007807041164285869,0.2845067647209819,0.5070230322077707,0.06562397576774819,0.02720132202462722,1.1525106608475717,370.0,2.0,16.9,0.5,Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020u); Konstantas et al. (2018).,"It has been assumed that the food processing industry is located in Denmark. Ingredients include only water and sugar, based on Open Food Facts (2020u). Manufacturing data assumed as ice cream from Konstantas et al. (2018). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000215,Fa0159,Pa039,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000215,Ice Cream/Ice Novelties (Frozen),50000000.0,Food/Beverage/Tobacco,50190000.0,Prepared/Preserved Foods,50192300.0,Desserts/Dessert Sauces/Toppings,
Ra00150,Eddike,Krydderier/konserveringsmidler/ekstrakter,Vinegar,Seasonings/preservatives/extracts,kg,0.3071470598111635,0.06677391978307075,1.023801984198797,0.4100138803126705,0.109373292946247,0.009920946706367229,1.927031083758316,84.0,0.0,5.4,0.4,"Data on inputs and outputs of the food processing industry is modelled using: Aranda et al. (2005); Gazulla et al. (2010); Vázquez-Rowe et al. (2012, 2013); Point et al. (2012); Ardente et al. (2006); Benedetto (2013); Carta (2009); Bosco et al. (2011); Barry (2011); Neto et al. (2013).",It has been assumed that the food processing industry is located in Denmark. Vinegar is approximated with data for wine. Data for wine are obtained as arithmetic averages from 11 studies. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000051,Fa0015,Pa007,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10000051,Vinegars,50000000.0,Food/Beverage/Tobacco,50170000.0,Seasonings/Preservatives/Extracts,50171700.0,Vinegars/Cooking Wines,
Ra00151,"Salt, bordsalt (jodberiget)",Krydderier/konserveringsmidler/ekstrakter,"Salt, table",Seasonings/preservatives/extracts,kg,0.0,0.01675471204040784,0.2101453762398026,0.2022788772962417,0.0,0.009920946706367229,0.43909991228281936,0.0,0.0,0,0,Data are obtained from the EXIOBASE database.,"Data are obtained as animal products on the Danish market, where supplying countries and data on producers are from the EXIOBASE database. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000050,Em034,Pa018,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10000050,Extracts/Salt/Meat Tenderisers (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50170000.0,Seasonings/Preservatives/Extracts,50171500.0,Herbs/Spices/Extracts,
Ra00152,"Rabarber, rå",Grøntsager,"Rhubarb, raw",Vegetables,kg,0.1327260948243875,0.03375868615859264,0.0,0.06481263566028776,0.05468664647312348,0.009920946706367229,0.29590500982275864,108.0,0.3,1.9,0.9,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006134,Cm173,Pa040,Ma0332,Vegetables,Grøntsager,10006134,Rhubarb,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261600.0,Stem Vegetables,
Ra00153,"Bladselleri, rå",Grøntsager,"Celery, raw",Vegetables,kg,0.1327260948243875,0.03375868615859264,0.0,0.06481263566028776,0.05468664647312348,0.009920946706367229,0.29590500982275864,98.0,0.2,1.9,0.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006131,Cm173,Pa040,Ma0332,Vegetables,Grøntsager,10006131,Celery,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261600.0,Stem Vegetables,
Ra00154,"Blomkål, uspecificeret, rå",Grøntsager,"Cauliflower, all varieties, raw",Vegetables,kg,0.14585791661412323,0.044395904734761606,0.0,0.06481263566028776,0.4436106445655478,0.009920946706367229,0.7085980482810876,116.0,0.4,1.9,2.4,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005987,Cm029,Pa040,Ma0332,Vegetables,Grøntsager,10005987,Cauliflower,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261100.0,Brassica Vegetables,
Ra00155,"Broccoli, rå",Grøntsager,"Broccoli, raw",Vegetables,kg,0.14585791661412323,0.044395904734761606,0.0,0.06481263566028776,0.4436106445655478,0.009920946706367229,0.7085980482810876,148.0,0.2,2.1,3.6,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005988,Cm029,Pa040,Ma0332,Vegetables,Grøntsager,10005988,Broccoli,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261100.0,Brassica Vegetables,
Ra00156,"Grønkål, rå",Grøntsager,"Kale, raw",Vegetables,kg,0.09564608524667341,0.022820756532250734,0.0,0.06481263566028776,0.05468664647312348,0.009920946706367229,0.24788707061870263,252.0,1.1,2,4.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006144,Cm020,Pa040,Ma0332,Vegetables,Grøntsager,10006144,Kale,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261100.0,Brassica Vegetables,
Ra00157,"Hvidkål, rå",Grøntsager,"Cabbage, white, raw",Vegetables,kg,0.09564608524667341,0.022820756532250734,0.0,0.06481263566028776,0.05468664647312348,0.009920946706367229,0.24788707061870263,133.0,0.2,4.5,1.2,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005999,Cm020,Pa040,Ma0332,Vegetables,Grøntsager,10005999,White Cabbages,50000000.0,Food/Beverage/Tobacco,50260000.0,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261100.0,Brassica Vegetables,
